id,image_ID,complaint_text_tr,complaint_type,is_verifiable
887,b284,kazağın yeri çok güzel yumuşacık ama ipi kaçmış ürün gönderilmiş dikkat edilmesi gerekiyor,Faulty,Yes
888,b285,üzerinde kahve iplik defo vardı tam önünde 2 yerde,Faulty,Partially
889,b286,ben hayatımda bu kadar kalitesiz ve çirkin bir kıyafeti ilk defa görüyorum . 30° ve 15 dk kısa programda geldiği hale kimse inanamadi. nasıl böyle olabilir. verdiğim paraya yazıklar olsun,Inferior,Yes
890,b287,"Ürün lekeli geldi, iade.",Faulty,Yes
891,b288,Asla tavsiye etmem iade ettim aşırı kalitesiz.,Disappointing,No
892,b289,ürün kullanılmış kirli bir şekilde gönderildi üstelik bir yıkamada kendini salacak gibi,Refurbished,Yes
893,b290,"Ürünün iç etiketi kesilmiş bir halde geldi ayrıca kazak daha önce giyilmiş ve yıkanmış gibi bir koku vardı .İlk defa böyle bir şey ile karşılaşıyorum ,bu durum beni çok şaşırttı",Refurbished,No
894,b291,"Rengi, dokusu çok hoş, kalıbı da tam ama bana hatalı ürün gönderilmiş, hiç bakmadan mı paketliyorsunuz? Alt kısmı büzülmüş, yukarı doğru çekilmiş duruyor. 👎🏻 Her alışverişimde bu sefer ne olacak diye beklemeye başladım, sanırım artık Milla’dan alışverişi bırakacağım.",Faulty,Partially
895,b292,kusurlu ürün gönderilmiş kalitesini de beğenmedim,Faulty,Yes
896,b293,İpi kaçmış bir şekilde geldi rengi güzel ama ipi kaçık olduğu için geri göndericem:(,Faulty,Yes
897,b294,"Rengi asla bordo değil, mor. Alanlar da rengi için alacaktır sanırım boşuna almayın. Kalıp konusunda ben herhangi bir sıkıntı yaşamadım",Discolored,No
898,b295,"aşırı kısa ,boyu asla gorundugu gelmiyo gibi gelmiyo kumaşı cok guzel",Ill-fitting,No
899,b296,defolu geldi,Faulty,Yes
900,b297,Omuzları falan bi garip iade cart curtla uğraşması külfet,Disappointing,No
901,b298,defolu ürün gelmiş bu nasıl dikkatsizlik kocaman delik var,Faulty,Yes
902,b299,Kumaşı laynonsu duruşunu beğenmedim iade,Disappointing,No
903,b300,Kumaşı kötü beğenmedim iade,Disappointing,No
904,b301,yakası hatalı geldi,Faulty,Yes
905,b302,Ürün etiketi ters dikilmiş,Faulty,Yes
906,b303,bir kez giydim yikamaya attim ve uzerindeki baski hemen soldu yazik ya pijama oldu cok begenerek almistim,Inferior,Partially
907,b304,ürünün yaka kısmı arka kısmı da yarısı dikişsiz geldi,Faulty,Partially
908,b305,S beden istedim m gönderilmiş beden konusunda bu yaşadığım kaçıncı maduriyet bilmiyorum tişörtler güzel evet ama dikkat edilmediği için 1 puan. Uygun fiyatlı olduğu için iade etmekle uğraşmayacağım,Ill-fitting,Yes
909,b306,Defolu. İade,Faulty,Yes
910,b307,çoook büyükk xs aldım large gibi lutfenn bedenleri yeniden ayarlansın çok şık ama aşırı büyük xxxs olsa tam olurdu @trendyolmilla mecbur iade etmek durumundayım,Ill-fitting,Partially
911,b308,Ürünü paketinden çıkartmadım bile kalplerinde lekeler vardı maalesef iade edeceğim,Faulty,Yes
912,b309,Dokusu düzel ama kol kısmında dikiş yok,Faulty,Partially
913,b310,Yakası yırtık gönderilmiş,Faulty,Yes
914,b311,Sadece iki yikamada aşırı pamuklandı,Inferior,Yes
915,b312,"Sadece bir yıkama sonrası daha giymedim bile, ekspres programda yıkandı bir de soğuk sayılır su",Inferior,Yes
916,b313,Bir yıkamada tüm canlılığı gitti. İlk geldiğinde capcanlı renge sahipken tek yıkamada bu hale geldi.,Inferior,Yes
917,b314,Ne zaman beyaz tshirt alsam fondöten lekeli geliyor bıktım artık,Faulty,Yes
918,b315,tek yikamada yazilar gitti alinmaz cok kalitesiz,Inferior,Yes
919,b316,Dikiş hataları çok fazla hiç beğenmedim. İade edemedim çünkü giydikten sonra fark ettim öncesinde fark etseydim hiç düşünmeden iade ederdim birde 320 tl ye aldım millaya yakışmadı bu,Faulty,Yes
920,b317,Çok ince bol dokusu güzel değil,Inferior,No
921,b318,daha ilk yıkamada dikisler kaydı çok kalitesizmiş,Inferior,Partially
922,b319,Ürün çok güzel fakat sadece bir defa giymiş olmama rağmen üründe yırtıklar ufak delikler oluştu çok üzgünüm bu kadarını beklemiyordum,Inferior,No
923,b320,Kollarındaki lastik detayları rahatsız edecek seviyede sıkıyor ve ürün iç gösteriyor,Inferior,No
924,b321,Bu ürün xs aldim ama çuval gibj,Ill-fitting,No
925,b322,tek yikamada soldu uzerindeki baskilar halbuki cok sevmistim cok uzgunum,Inferior,Yes
926,b323,Ya bu kaç oldu böyle yırtık ürün gönderiyorsunuz ne biçim şey bu,Faulty,Yes
927,b324,Ürün güzel ama baskısında yapıışkan izi gibi bir lekeyle geldi dıştan çok belli olmuyor diye iadeyle uğraşmayacağım ama üzdü:(,Faulty,Yes
928,b325,Gönderip göndermeme konusunda kararsız kaldım yamuk dikilmiş ipleri çıkmıs ,Faulty,Partially
929,b325,viskon gibi de değil naylonlu bi kumaş indirimden aldığım için emin olamıyorum,Inferior,No
930,b326,"ürün güzel ama rengi gorseldeki gibi değil. daha çok kiremit-kahverengiye benziyor
",Discolored,No
931,b327,Ürün güzel ama defolu geldi. Yıkadıktan sonra farkettiğim için iade edemiyorum,Faulty,Yes
932,b328,Zaten evde giymek için almıştım ama ürün lekeli geldi. Birinin giyip iade ettiği ürünü mü yolladınız gerçekten? ,Refurbished,Yes
933,b328,Ayrıca 4 beden büyük aldım üzerime çok bol olsun diye OLMADI.,Ill-fitting,No
934,b329,ilk defa curvenin ürününde sorunla karsilastim malesef defoluydu t-shirt geç farkettim yıkadiktan sonra utulerken gördüm bildiğin delik varmis arkasında bu yüzden iade edemiyorum lütfen ürünleri kontrol edin paketlerken,Faulty,Yes
935,b330,Yanlış ürün gönderildi iade…,Incorrect,Yes
936,b331,"Kumaşı güzel ama rengi fotoğraftakinden daha koyu, ona göre tercih edin
",Discolored,Yes
937,b332,görseldeki gibi değildi gri renkdi,Discolored,No
938,b333,Yeri gayet güzel boyu vs de ama lekeli görüntüsü var daha özenilmesi lazım ayrıca iki tişört aldım yırtık bir poşette ikisi ürün birlikte ve öylesine içine konulmuş kırış kırış geldi.,Faulty,Partially
939,b334,Rengi göründüğünden daha soluk ama kumaşı rahat iade etmeyeceğim,Discolored,No
940,b335,Renk guzel kumas guzel ama kaliplar xxl gibi. O yuzden iade,Ill-fitting,No
941,b336,Açıkçası ilk defa böyle bir şeyle karşılaştım defalarca ürün aldım ama bu ürünü makinaya attım uygun derecede ve üzerindeki baskı neredeyse silinmişti iade süreside geçmişti hayal kırıklığ.. Evet biraz eskitilmeli bir baskı ama aradaki farkı anlayabilirsiniz,Inferior,Partially
942,b337,aslında gzl bir ürün boyu iyi ama eni aşırı derecede geniş s beden aldm bana pek yakışmadı geri iade edicm ,Ill-fitting,Partially
943,b337,birazda iç gösteriyor onun dışında kumaşı fln iyi yazlık,Inferior,No
944,b338,Modelinden mi bilmiyorum ama renkleri soluk sanki eskimiş gibi duruyor ama rahatlığı iyi tabi,Discolored,No
945,b339,hiç giymeden 30 derece kısa programda sıvı deterjan ile yıkadım baskısı soyulmuş. ,Inferior,Yes
946,b339,ve fotoğraftakiden çok koyu rengi.,Discolored,Yes
947,b340,Kumaşın kalitesi çok güzel yumuşacık ve hafif esnek ama rengi çok kötü. Mavi kotla birlikte yıkanmış gibi bir mavilik var hiç begenmedim bu yüzden iade,Discolored,No
948,b341,Yamuk dikilmiş yaka kısmı. Resimdeki gibi canlı değildi ona rağmen giymek isterdim ama defolu yamuk dikişli olduğu için mecburen iade,Faulty,Yes
949,b342,çok beğenerek almistim ancak hayal kırıklığı oldu..,Disappointing,Yes
950,b343,bir kez giyip yikamaya attim baskisi soldu pijama oldu👏🏻,Inferior,Partially
951,b344,yorumlara bakarak almıştım kumaşı kötü önü aşırı fazla açık giydiğimde boğuluyorum sandım beğenemedim iade ediyorum,Disappointing,Partially
952,b345,Üründe baskı hatası var . Sweet kelimesinin ilk iki harfı yok 😞😞😞😞 çok güzeldi üzüldüm,Faulty,Yes
953,b346,Bir yıkamada bu hale geldi çok üzüldüm yaa giymedim daha,Inferior,Yes
954,b347,ürün defolu geldi iade,Faulty,Yes
955,b348,Ürünlerde yıkama sonrası lekeler oluştu,Inferior,Yes
956,b349,Urunu s aldım ama bu nasıl bir s L resmen elınızde kalanları etıket degısıp mı satıyorsunuz gercekten anlamıyorum daha açmadım ama bellı yanı buyuk oldugu tek yapmanız gereken dogru bedende uretmek tısort kendısı cok guzel hıc sıkıntısı yok ama bı bedenı sorun,Ill-fitting,No
957,b350,lekeli geldi ,Faulty,Partially
958,b351,kumaşı güzel. rengi bordosu çok koyu beyazı kırmızımsı. sarışın ve beyaz tenliyim ama beni aşırı boğdu renk. görseldeki gibi durmuyo,Discolored,No
959,b352,güzel ama keşke yırtık olmasaydı ( çok kötü yeniden puanliyorum ilk giymemde de dikişler söküldü rezil oldumm,Faulty,Yes
960,b353,Ürünün baskısı kalitesiz ve naylon Yaz için terletici bir yapısı var.,Inferior,No
961,b354,Üstünde leke var bence almayın,Faulty,No
962,b355,"Bu kadar kalitesiz bir urunu size yakistiramadim, 2. giyiste delikler basladi.",Inferior,Yes
963,b356,kumasi yumusacik guzel ama baskisi cok kotu malesef daha ilk giyisimde catlak catlak oldu:((,Inferior,Yes
964,b357,Ürün yırtık geldi iade,Faulty,Yes
965,b358,Tişörtü çok severek almıştım. ancak tek yıkamada baskısı soldu. fotodaki hali birden fazla kez yıkanmış hali. ancak ilk yıkamadan beri böyle. ürünü alalı 17 gün oldu. dıarıda giymek için almıştım. ama evde giyebiliyorum. o kadar para veriyoruz. keşke daha kaliteli malzeme kullansanız. hiç memnun kalmadım.,Inferior,Partially
966,b359,Ürünün kumaşı ve modeli güzel ama defolu geldi maalesef iade,Faulty,Yes
967,b360,defolu geldi kol dikişleri sökük,Faulty,No
968,b361,Maalesef tüylendi hem de 1 haftada. Halbuki kalıbı güzeldi. Yazık oldu,Inferior,Yes
969,b362,ürünün modeli rengi ve kalitesi çok güzel ancak ürün aşırı geniş bu oversize olamaz 158 42 kilo xs giymeme rağmen en az 1 2 beden büyük oldu eğer daha küçük bedeni olsaydı bir daha alırdım,Ill-fitting,Partially
970,b363,Cok severek almıstım ama maalesef ürünün kumaşı çok kötü dantel kısmı salas oldugu ıcın giyince kotu duruyor bu yüzden iade edicem,Disappointing,No
971,b364,Üstünde çamaşır suyu lekeleri vardı. Hiç beğenmedik,Faulty,Yes
972,b365,Yırtık yolladılar,Faulty,Yes
973,b366,yanlış ürün gönderildi,Incorrect,Yes
974,b367,Görseldeki gibi iki kurdele yoktu,Incomplete,Yes
975,b368,"Ürün üzerinde boydan boya çizgi vardı belki yikarsam kumaş toplar düzelir dedim ama maalesef yıkadım sonuç değişmedi defolu ürün gönderilmiş, firma yardımcı olurmu bu konu da bilemiyorum",Faulty,Partially
976,b369,"Ürün lekeli geldi hiç beklemezdim milladan…. Eski kalitesi kalmamış kesinlikle bir yıldızı bile hak etmiyor
",Faulty,No
977,b370,sadece 1 kere giydim ve pamuklandı yıkmadım bile lütfen ilgilenebilir misiniz iade etmek istiyorum,Inferior,Yes
978,b371,yanlış ürün gönderdiler ama iade etmek istemiyorum,Incorrect,No
979,b372,Tam etiketi söktüm kolundaki yırtığı gördümm keşke dikkatli kargolansa iadeyle uğrasmak istemediğim için kendim diktim,Faulty,Yes
980,b373,Ürün elime yırtık bir şekilde geldi bide iade ile uğraşıcam,Faulty,Yes
981,b374,tişört güzel fiyat performans ben xl aldım oldu 1.75 80 kilo ama ilk yikama için dikkat edin inanılmaz boya akiyor rengi ilk yıkamada soldu ve boyu çekti elimde yıkama rağmen,Inferior,Partially
982,b375,"Maalesef beğenmedim. Kumaşı pamuklu evet ama bedene göre boyu şekli tuaf oluyor. Beden büyüdükçe boyu da orantılı olması lazım ama sadece en olarak genişlemiş. Maalesef iade
",Ill-fitting,No
983,b376,taşı düşmüş bir şekilde geldi iade,Faulty,Yes
984,b377,Ürün bugün elime LEKELİ ulaştı ne lekesi olduğunu bilmiyorum ve çıkmıyor,Faulty,Yes
985,b378,kalıbı dar fena değil,Ill-fitting,No
986,b379,"Kumaşı tok, bayılarak giyeceğim bir tişört, çok güzel. Ancak yıkadıktan sonra fark ettim ki arkasında leblebi tanesi kadar yırtık vardı. Yıkandığı için iade edemeyip diktim. Yardımcı olabilirseniz sevinirim :(",Faulty,Partially
987,b380,ürün kullanılmış üzerinde lekeler var etiketi kesilmiş ve tekrardan bağlanılmış ve buram buram birisinin parfümü kokuyor bu yapılan çok kötü bir şey nasıl böyle kullanılmış bir ürünü gönderirler lekeli parfüm kokulu pes doğrusu.,Refurbished,Partially
988,b381,ilk yıkamada taşı düştü ve düşen yerin yırtık görüntüsü kaldı.,Inferior,Yes
989,b382,ürün yanlış geldi!!!!! şaka mıdır … paris olan pembe yazıyor buna rağmen beyaz ve paris geldi. italy nerde😫,Incorrect,Yes
990,b383,Resimdeki kot etekli modeldeki gibi durmuyor oversize olduğunu düşünerek S sipariş verdim çok bol geldi o yüzden iade edeceğim birde kenarlarının ip görüntüsü hoşuma gitmedi,Ill-fitting,No
991,b384,"Ürün lekeli geldi, kontrol edilmiyor sanırım.",Faulty,Yes
992,b385,"Baskısı soluyor arkadaşlar. İki defa aldım ilki makinede mahvoldu iade ettim yenisini gönderdiler, onu elde yıkadım yine soluyor. Tek giyimlik birşey",Inferior,No
993,b386,KOLTUK ALTI YIRTIK GELDİ???,Faulty,Yes
994,b387,ilk elde yikamama ragmen uzun dal gibi olan yerlerdeki boncuklarinin rengi soyuldu,Inferior,No
995,b388,Kumaşını beğenmedim pazar malı gibi evde bile giyilmez,Disappointing,No
996,b389,ürün güzel biraz ic gosteriyor ama defolu gonderilmis kontrol etmeden mi gonderiyolar anlamayadım gorulmeyecek gibi bi defo degil iadeyle ugrasmak istemedigim icin kendim diktiricem boyle buyuk firmaya yakıstıramadım,Faulty,Yes
997,b390,Fp bence iç gösteriyor biraz ona göre alın uygun olduğu için iade etmeyeceğim,Disappointing,No
998,b391,Çok beğenerek almıştım fakat ürün yırtık geldi üzülerek iade ediyorum,Faulty,Yes
999,b392,merhabalar bu ürünün yikam talimatı nedir acaba?ben birkere yıkadım çilek hemen soyuldu,Inferior,Yes
1000,b393,"ürün malesef defolu geldi, yıkadiktan sora gördüm,",Faulty,Yes
1001,b394,ilk yikamada esnedi yamuldu,Inferior,Partially
1002,b395,288 liraya aldım kumaşı yumuşak ama iç gösteriyor maalesef baskısı güzel görseli yansıtıyor rengi de öyle ama ben sevemedim ucuz duruyor üzülerek iade,Disappointing,No
1003,b396,Lekeli ürün geldi. Evde giyilecek bişi,Faulty,Yes
1004,b397,çok kötü bir parça,Disappointing,No
1005,b398,Kumaşı kalitesiz ama bu fiyata normal model olarakta baya zayıf kızlar alsın yoksa daha da geniş gösteriyor,Disappointing,No
1006,b399,"Çok severek aldım fakat lekeli geldi yağ lekesi, çıkabilecek bi.leke olsa yıkardım ama malesef yağ lekesiydi iade ettim",Faulty,Yes
1007,b400,ürünün deseni Neon pembe geldi pembe değil Neon pembe Ayrıca biraz da ic gösteriyor,Discolored,Yes
1008,b401,Bembeyaz tişörtte bu işaretler nasıl görünmeden yollanır saçmalık aciliyeti olduğu için iade edemiyorum kurdeleleri söküp dikicem onun dışında tişört güzel,Faulty,Partially
1009,b402,"İlk giyişte önü paramparça oldu,ya zaten delikti ben fark etmedim ya da kumaş çok kalitesiz. Sakın almayın.",Inferior,Yes
1010,b403,ürün defolu geldi,Faulty,Yes
1011,b404,"Defolu urun
",Faulty,Yes
1012,b405,"Ürün kirli beyaz, karşılaştırma açısından yanına beyaz tişört koydum. ",Discolored,Yes
1013,b405,L beden aldım ben ama M alsam daha iyi olurmuş. Pamuklu olması güzel.,Disappointing,No
1014,b406,Ürün küflü gibi gönderildi,Faulty,Yes
1015,b407,Alakası yok fotoğraf çok yanıltıcı,Disappointing,No
1016,b408,fiyonklarının rengi asla ürünün görselindeki gibi değil oldukça koyu bir pembe,Discolored,No
1017,b409,Ürün lekeli geldi. küf gibi. kontrol edilmesi gerekirdi. iade etmek zorundayım. ancak kargo ücreti kesilecek ve bu mağduriyeti yaratan tendyolmilla,Faulty,Yes
1018,b410,Ben bu ürünün morunun 2 xl olarak aldım güzel olmuştu ama bu yeşilde 2 xl adı altında 6 xl gelmiş 80 kiloyum benden bir tane daha girerdi öyle diyim bunun neresi 2 xl kalite olarak sevmiştim yeşilini de alayım dedim üzülerek iade ediyorum,Ill-fitting,No
1019,b411,fiyonklari nerede bu ürünün??? ,Incomplete,Yes
1020,b411,M beden istedim L yollamissiniz????!,Ill-fitting,No
1021,b412,Ürün güzel ama defolu geldi maalesef,Faulty,Yes
1022,b413,163 53-54 beden bilgilerim 36 beden aldım çok bol durdu beğenmedim 34 beden almaliymisim oda büyük gelir mi bilmiyorum ,Ill-fitting,No
1023,b413,iç gösteriyor nakışları güzel,Inferior,Yes
1024,b414,Hiç tavsiye etmiyorum maksimum 2 defa giydim tüylendi hemen,Inferior,Yes
1025,b415,ürün iç göstermiuorum çok iyi fakat lekeli geldi sildim ama çıkmıyor. bu tişörte acil işim olduğu için iade etmiyeceğim fakat böyle bi sorun üzdü. Ayrıca tam 1 günde gekdi kargo çok hızlıydı,Faulty,Yes
1026,b416,Bildiğin üstünde saç olan dikişi hatalı iade gelen ürünü göndermişler gerçekten sinir bozucu,Refurbished,Partially
1027,b417,tüylenme yaptı daha yıkamaya bile aymamıştım 2. gün sanki yıllardır giydiğim bir tişört gibi duruyordu giydiğim için iade de yapamıyorum,Inferior,Yes
1028,b418,Tişörtte bildiğin yağ lekesi var siz nasıl kalite kontrol yapıyorsunuz abi. SATICISI KİMSE ACİLEN SATIŞI BIRAKSIN Bİ TİŞÖRT İÇİN BİR SÜRÜ SAÇMA SAPAN ŞEYLE UĞRAŞTIRDILAR BENİ BÖYLE RZKLLİK GÖRMEDİM BEN,Faulty,Yes
1029,b419,Kumaşı kaliteli ama şöyle bi dikiş hatasıyla geldi.,Faulty,No
1030,b420,defolu olmasa çok güzel fakat delikli ve garip lekelerle geldi iade de edemiyorum çünkü etiketi çıkardım ama tisort gayet güzel büyük ihtimalle bana denk gelmiştir alın yani,Faulty,Partially
1031,b421,baskılar gayet iyi kumaşı hafif kaygan kumaş gibi paketleme güzel fakat fazla oversize olsun istemiyorsanız kendi bedeninizden bir beden küçük alın büyük geldi bana onun dışında sorunsuz,Ill-fitting,No
1032,b422,Ürün lekeli geldi gerçekten umduğum gibi olmadı,Faulty,Yes
1033,b423,çok hevesle aldım ama kırış kırış ve baskısı bozuk geldi.,Faulty,Yes
1034,b423,Normalde L giyiyorum ama m aldım yorumlara bakarak. keşke L alsaydım üstüme biraz yapıştı. onun dışında güzel bir tişörttü baskıdan dolayı üzülerek iade.,Ill-fitting,No
1035,b424,"ürünü giyerken fark etmedim kolunda delik varmış, 2 saat giydim sadece ve kolundaki delik ilerlemiş tamir edilecek gibi değil. çok dandik parama yazık oldu",Faulty,Yes
1036,b425,Beyaz diye aldım hiç beyaz gibi değil buz mavi gibi 🥺,Discolored,Partially
1037,b426,Lekeli gönderildi iade,Faulty,Partially
1038,b427,Tişört boyu kısa önündeki katmanlardan sanırım çok kilolu gösteriyor,Disappointing,No
1039,b428,yırtık ürün gondermissiniz saka gibi!!!!,Faulty,Yes
1040,b429,İlk yıkamada sonuç hiç bir albenisi kalmadı yeri kalitesi çok güzel ama birdaha dışarıya giyemeyeceğim toz bezi oldu,Disappointing,No
1041,b430,defolu geldi,Faulty,Partially
1042,b431,"Kumaşı yumuşacık fakat ince olduğu için iç gösteriyor.
",Inferior,Partially
1043,b432,Kolları çok tuhaf durdu sevmedim iade,Disappointing,No
1044,b433,Kumaşı güzel ama defolu geldi kollarının boyu farklı,Faulty,Yes
1045,b434,Kolu yırtık geldikumaş olarak çok güzel fakat kol kısmı kesik,Faulty,Yes
1046,b435,Baskı hatalı geldi ürün,Faulty,Yes
1047,b436,Beyazın S bedenini ve grinin M bedenini almıştım. Resmen ikisi de birebir aynı beden 👎🏼,Ill-fitting,No
1048,b437,güzel bir ürün ama en küçük bedenini almama rağmen boyu çok uzun kalıpları çok geniş kendi bedeninizden küçük olanları alın kumaşı fln iyi yazlık,Ill-fitting,No
1049,b438,Kazak görünümü çok güzeldi faka 2. Giymeden yünlenme yaptı hemde çok fazla kullanışlı değil,Inferior,Yes
1050,b439,genis bir tişört. salaş durmasını istiyorsanız kendi bedeninizi alın.,Ill-fitting,No
1051,b440,"Kol detayı çok kötü
",Disappointing,Partially
1052,b441,Kızım giydi denedi güzeldi yıkadım giysin diye kolları saldı kendini çok kötü oldu yıkadığım için iadede edemiyorum mağduriyetim nasıl giderilir bilmiyorum,Inferior,Yes
1053,b442,çok şükür bir ürünü de defozsuz geçmedik :)),Faulty,Yes
1054,b443,kumasi modeli kalibi cok guzel arkasindaki baski hemen silindi ben xs aldim normalde tisortlerde s m giyerim ama yeterince oversize,Inferior,No
1055,b444,tisortun arkasi baskisiz geldi,Faulty,No
1056,b445,Ürünü bir yıkamada bozuldu30 derecede yıkadım. Dikiş yerleri yıkamadan sonra içi dışında duruyor.,Inferior,Partially
1057,b446,yalnis ürün göndərildi,Incorrect,Yes
1058,b447,30 derece ilk yıkama da bu hal aldı çok soldu,Inferior,Partially
1059,b448,Yırtık geldi,Faulty,Yes
1060,b449,Rengi harika ancak 2. Yıkamada baskıları malesef dökülmeye başladı. 1 sezonu bile çıkaramayacak,Inferior,Yes
1061,b450,Çok beğenerek almıştım yıkayıp giyeyim dedim ilk yıkama durum bu,Inferior,Partially
1062,b451,Beğenerek aldım kumaşı da güzel. ama etiketli ürünü nasıl cay lekesiyle gonderebilir hala dusunuyorum. tam önünde görünmeyecek gibi değil. çok tereddutle yıkamaya attım ve Allah'tan çıktı. ama bu durum hic hoş olmadı.,Faulty,Partially
1063,b452,Cok kotu bir kalitesi var((((bu ne kumaş(((((cok kotu bir kumas(((iade etmek istiyorum!!!,Disappointing,No
1064,b453,"Max. 30 derecede yıkayın diyor. Ben tüm tişörtlerim gibi bunu da 40 derecede yıkadım, bu inanılmaz renk verdi😞 Siyahlar akmış, mavisi solmuş. Yazık oldu.",Inferior,Partially
1065,b454,Ürün iyi ama üzerinde küçük pembe bir boya lekesiyle geldi yıkadığım halde de geçmedi,Faulty,No
1066,b455,"ürün yırtık geldi iade edicem
",Faulty,Yes
1067,b456,Boyu crop gibi hiç resim gibi durmuyor,Disappointing,Partially
1068,b457,FULAR KISMI GÖRSELDEKİYLE AYNI DEĞİL,Disappointing,No
1069,b458,Ürün güzel göründüğü gibi ama göndermeden önce bir kontrol etseler de iyi olurdu delik geldi,Faulty,Yes
1070,b459,T-shirt'ūn esprisi denim parçanın yanısıra asimetrik birlesmeydi. Gelen ürün özensiz bitim dikişli ve asimetrik olmayan kesim. Penye kumaşın kalitesinden bahsetmiyorum bile..Edit by Trendyol'dan beklentim yüksekti sanirim.,Faulty,Partially
1071,b460,Pamuklu bir görüntü veriyordu resimlerden ama kumaşı kağıt gibi bir dokuya sahip. Ben böyle tişörtler giyemiyorum bunalıyorum. İade edeceğim.,Inferior,No
1072,b461,Fiyatı tabii ki çok uygun ama rengi beyaz değil siyahlarla yıkanmış beyaz gibi ve başka bir tişört daha almıştım kumaşı çok güzel ama bunun kumaşı da eh işte,Discolored,No
1073,b462,ürün yıkanmadan önce baskısında bi sıkıntı yoktu ilk yıkamadan sonra rengi attı,Inferior,No
1074,b463,Kalite güzel ama aşısı geniş,Ill-fitting,No
1075,b464,Urun lekeli geldi aldigim fiyatla simdiki fiyati arasinda fark var umarim yikayinca cikar,Faulty,Yes
1076,b465,Kumaşı duruşu vs iyi fiyat performans olarak değerlendirilebilir ama maalesef defolu ürün göndermişler iade işiyle uğraşmak istemediğim için iade etmiyorum zaten evde giymek için almıştım,Faulty,Yes
1077,b466,İlk yıkamada beyazları renk aldı ve grileşti 30 derecede yıkadım çektiğim fotoğrafta daha beyaz görünüyor ama grileşti,Inferior,Yes
1078,b467,Aşırı büyükk :( S beden almama rağmen hic guzel durmadi üzerimde iade ettim oysa ki cok sevmiştim modelini. Ama kumaşi cok iyi,Ill-fitting,No
1079,b468,Tişörtte hafif buruşukluklar var dikişten dolayı o pek hoşuma gitmedi. ,Faulty,Partially
1080,b468,Resimdeki tişörtle alakası da yok ayrıca ne renkleri aynı ne de dikişler. İade.,Disappointing,No
1081,b469,"Ürünü giymeden yıkamaya attım ters yıkamama rağmen, pembe baskısı soldu. ürün kumaş kalitesi iyi ancak baskı kalitesinden kaldı. ",Inferior,Partially
1082,b469,Ayrıca 1 beden küçük alabilirsiniz baya baya geniş bir ürün.,Ill-fitting,No
1083,b470,Daha hiç giymeden ilk yıkandıktan sonra böyle oldu sakın almayın,Inferior,Partially
1084,b471,Görmedim etiketi söküp şimdi ütülerken fark ettim delik tişört göndermişler maalesef 250tl ye ev tişörtü almış oldum,Faulty,Yes
1085,b472,"Allah aşkına bu kadar para verip alıyoruz, ilk yıkamada da yamulmasın bir zahmet!!!!!!! Yazık günah yaa hepimize!!!! Almayın net almayın!!!",Inferior,Partially
1086,b473,"Tam bedeninizi alabilirsiniz ancak ürün defolu geldi, kolunda yırtık var.",Faulty,Partially
1087,b474,Kolu yırtık geldi,Faulty,Partially
1088,b475,Çuval giymek istiyorsanız alabilirsiniz çok aşırı bol m beden xxl gibi iade ediyorum,Ill-fitting,No
1089,b476,Kollarında yağ lekesiyle geldi umarım yıkayınca çıkar.,Faulty,No
1090,b477,İlk giydiğim zaman çok beğenmiştim fakat bir kere yıkadıktan sonra baskı kenarları paramparça oldu. İade etme sürecim dolduğu için çöp oldu.,Inferior,Yes
1091,b478,Ürün kumaş kalitesi güzel ancak s beden bile L beden gibi buyuk,Ill-fitting,No
1092,b479,duruşunu sevmedim iade edicem,Disappointing,No
1093,b480,yırtık geldi,Faulty,Yes
1094,b481,Beğendim ama yazı rengi lacivert geldi ya of,Discolored,Yes
1095,b482,Yorumumu güncelliyorum ürünü 40 derecede renkli ayarında yıkamama rağmen ilk yıkamada çöp oldu yazı kısmının rengi soldu baskıları çatladı paranızı çöp etmeyin!!!!!!!!!!!!!!!,Inferior,No
1096,b483,İlk ayda tüylendi,Inferior,No
1097,b484,Tişörtte delik vardı,Faulty,Yes
1098,b485,Baskısı bir yıkamada doldu ve dikiş yerlerinde minik delikler oluştu,Inferior,Partially
1099,b486,Hiç hoş deil 2xl söyledim ve gelen beden xs 4 ürün den bir tanesi yanlış beden geldi,Ill-fitting,Yes
1100,b487,Bırı denemiş fondoten yapmıs ve o sekılde tekrardn yollanmış,Refurbished,Yes
1101,b488,neden S sipariş vermişim M göndermişsiniz?çok kötü oldu Bakuden sipariş etmişim napiyim,Ill-fitting,Yes
1102,b489,görseldeki ile aynı deil,Incorrect,Yes
1103,b490,Eşime sipariş vermiştim Ürün maalesef kusurlu geldi. İnşallah benimkide kusurlu gelmez Mürekkep lekesi gibi bir şey paketlemeden önce kontrol edilmeli !!!,Faulty,Yes
1104,b491,"Ay model kumas cok guzeldi, baya genis kalipti 165 boy 120 kiloya 3xl aldim ama ilk yikamada mavi detaylarin rengi gecti her yere mahvoldu :( cok severek alip giymistim",Inferior,Yes
1105,b492,bu tisortun hali ne yikamaya atana kadar biseyi yoktu bi yikamadan cikti hrr tarafina baskisinin boyasi bulasmus baskisuni elimle bile sökebilirim bu nedir nasil bi kafayla üretildi bu yikanamayacaksa daha ne diyeyim birde ters cevirip yikadim baskisına bisey olmasin diye,Inferior,No
1106,b493,lekeli olduğu için değişim,Faulty,Yes
